",NA,NA,NA,"AT&T; to launch home monitoring service in March

","New York antitrust trial begins over credit card arbitrations

",NA,"Verizon CEO touts wireless beyond the phone

",NA,NA,"Intel bets big on thin PCs and phones at Las Vegas show

",NA,"Coke names new business head for Mexico unit

",NA,NA,NA,NA,NA,NA,"Exclusive: Disney looks for cost savings, ponders layoffs - sources

",NA,"Boeing 787 fire at Boston airport renews safety concern

",NA,NA,NA,NA,"Welcome to Macca's as McDonald's goes Aussie

",NA,"Best Buy, Wal-Mart bring disc-to-digital conversion home

",NA,"UPDATE 1-Nvidia previews own gaming device, shows off Tegra 4

",NA,"Medtronic sees fiscal 2013 EPS up 6-7 percent

","Gilead says on track with hepatitis C treatments

",NA,NA,NA,NA,NA,"Celgene issues 2013, long-term forecasts; shares rise

",NA,NA,"New Issue-Volkswagen prices 1.0 bln euro 2020 bond

",NA,NA,NA,NA,"Netflix to carry ""Revolution"", other Warner Bros shows

",NA,"FedEx rejects UPS offer of TNT Express assets-FT

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ON THE MOVE-Morgan Stanley lands advisers from Merrill, UBS

",NA,NA,NA,"New York antitrust trial begins over credit card arbitrations

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duke nearing decision to fix or retire Florida reactor-regulator

",NA,NA,NA,NA,NA,"New York cannot object to $115 million AIG shareholder accord: judge

","BlackRock beat Vanguard in 2012 U.S. ETF customer inflows

",NA,NA,NA,"FedEx rejects UPS offer of TNT Express assets-FT

",NA,NA,NA,NA

1082013,"Apple working on cheaper iPhone: report

","Windows 8 sales steady, hit 60 mln since October launch

",NA,"Amazon, eBay sales growth slower in December: ChannelAdvisor

","FDA staff say J&J;'s new diabetes drug may pose heart risks

",NA,"MOVES-JPMorgan Chase, Source Markets, Fundtech

",NA,NA,NA,"TEXT - Fitch monitoring Green Tree's Servicing LLC rating

",NA,NA,NA,"Pfizer wins EU approval to expand use of Prevenar to children

","US STOCKS-Wall Street indexes slide, AT&T; down

","Citigroup fires private bank CIO amid job cuts - Bloomberg

",NA,"Verizon sees $9 billion to $10 billion in one-time items for fourth quarter

",NA,NA,NA,"UPDATE 2-Pratt & Whitney wins contract for Embraer's new E-Jets

",NA,NA,NA,"Forward Calendar - U.S. corporate bond new issues

",NA,NA,NA,"Disney joins JAKKS, LA billionaire to bring toys to life

",NA,"Two Boeing 787 incidents raise concerns about jet

",NA,NA,"U.S. gasoline demand down as price rise - MasterCard

",NA,NA,"Amgen trims 2012 EPS estimate, citing R&D; tax credit delay

","Target to match some rivals' online prices year-round

",NA,"Nvidia previews own gaming device, shows off Tegra 4

",NA,NA,NA,NA,NA,NA,NA,"Priceline gets U.S. approval to buy Kayak

",NA,NA,"Pratt & Whitney wins contract for Embraer's new E-Jets

","Goldman, Morgan Stanley to also settle on foreclosures: sources

",NA,NA,NA,NA,NA,NA,"TNT Express shares fall on report FedEx not interested in assets

",NA,"Qualcomm opens CES with new chip, Ballmer and Big Bird

",NA,NA,"Dassault sees prospects for Rafale in Canada -report

",NA,NA,NA,NA,"Goldman, Morgan Stanley to also settle on foreclosures: sources

",NA,NA,"UPDATE 1-Golf-Oakley challenges Nike over McIlroy move

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM adopts new Chevy ad campaign to suit global audience

",NA,NA,NA,"AIG may join bailout lawsuit against U.S. government

","UPDATE 1-Former BlackRock energy fund manager joins hedge fund GRT

","MetLife gets third Fed extension to submit capital plan

",NA,NA,"TNT Express shares fall on report FedEx not interested in assets

",NA,NA,NA,"Monsanto sees range of new products, raises profit outlook

"

1092013,"TEXT-Fitch: Low-End iPhone May Trim Samsung's Market Lead and Margins

","Microsoft's Ballmer, group to pay $500 million for NBA's Kings: report

",NA,NA,NA,NA,"New Issue-Gas Natural prices 600 mln euro 2023 bond

",NA,NA,NA,"Forward Calendar - U.S. corporate bond new issues

",NA,NA,NA,"Nestle hires Rothschild for LatAm assets sale-report

","Three top U.S. wireless carriers to embrace BlackBerry 10

","Lithuania hires Barclays and Citigroup for new Eurobond

",NA,"Verizon CEO says no Verizon Wireless buyout talks with Vodafone

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPDATE 1-Disney joins JAKKS, LA billionaire to bring toys to life

",NA,"Boeing Dreamliner incidents raise safety concerns

",NA,NA,NA,NA,NA,NA,"WRAPUP 2-Biden says Obama could use executive orders to restrict guns

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pratt & Whitney wins contract for Embraer's new E-Jets

","RPT-UPDATE 1-Goldman to report fund values on daily basis

",NA,"BRIEF-U.s. retail sales rose 2.5 percent during 2012 holiday season-shoppertrak

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan Stanley cuts 1,600 jobs as business languishes

",NA,NA,"Nike wins trademark case in Supreme Court

",NA,NA,NA,NA,"Teva questions safety of MS drug from rival Biogen

",NA,NA,NA,NA,NA,"TEXT - Fitch rates Duke Energy Corp junior subordinated notes

",NA,"UPDATE 1-GM, Isuzu to discuss joint development of new truck

",NA,NA,NA,"As public fumes, AIG says will not sue U.S. over bailout

","Exclusive: BlackRock to buy Credit Suisse's European ETFs - source

",NA,NA,NA,NA,NA,NA,NA,NA

1102013,"Apple exec dismisses cheaper phone as a market share grab-report

","Lumia sales lift Nokia results and turnaround hopes

",NA,"Amazon offers free digital versions of purchased CDs

",NA,NA,"Copper users ask SEC to reverse copper ETF ruling

",NA,NA,NA,"Forward Calendar - U.S. corporate bond new issues

",NA,"Chevron sees higher fourth-quarter profit as output rises

",NA,NA,NA,"FINNEWS LATAM-Paraguay plans to sell bonds via Citigroup, BofA-source

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spielberg postpones expensive sci-fi film ""Robopocalypse""

",NA,"Boeing to cut 40 percent jobs at El Paso plant

",NA,NA,NA,NA,NA,NA,"Wal-Mart CEO knew of Mexico bribe claim: lawmakers

",NA,NA,"TEXT - Fitch affirms Honeywell International

",NA,NA,NA,NA,NA,NA,NA,NA,"No indictment for driver of parade float hit by train

",NA,"MOVES-Goldman Sachs, KNG Securities, UK Green Investment Bank

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan Stanley to cut jobs, may signal more pain ahead

",NA,NA,"TEXT - Fitch affirms Epic (Ayton) Plc

","BRIEF-American Express: Sticking with eps goals

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM to open third U.S. tech center, hire 1,000 people

",NA,NA,NA,"Greenberg won't sue AIG over government claim: lawyer

","UPDATE 1-Copper users ask SEC to reverse copper ETF ruling

",NA,NA,NA,NA,NA,NA,NA,NA

1112013,"Apple won't blindly pursue market share: report

","UPDATE 2-Holiday PC sales dip for first time in 5 years

",NA,NA,NA,NA,"Exclusive: JPMorgan faces action on laundering controls

",NA,NA,NA,"Forward Calendar - U.S. corporate bond new issues

","Wells Fargo profit jumps but mortgage lending slips

",NA,NA,NA,NA,"STOCKS NEWS EUROPE-Chemicals to diverge in solid year - Citi

",NA,NA,NA,NA,NA,NA,NA,"East Carolina University sues Cisco over slogan

","Merck begins overseas recall of HDL cholesterol drug

",NA,"REFILE-RESEARCH ALERT-Philip Morris: Goldman Sachs raises to buy

",NA,NA,NA,NA,"Boeing boosts contract offer for engineering union

",NA,NA,NA,NA,NA,NA,"Wal-Mart's Solorzano leaves Latam CEO post

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldman's investment arm says bank stocks are top pick for 2013

",NA,NA,NA,NA,"Netflix gets unfair postal advantage, court finds

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan Stanley M&A; banker Popper to join Temasek: sources

",NA,NA,NA,"American Express to cut 5,400 jobs, take charges in fourth quarter

",NA,NA,NA,NA,NA,NA,"China's CNOOC a step closer to restart largest offshore oilfield

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

1142013,"Seoul shares seen higher on China hopes; Apple suppliers eyed

",NA,"Facebook shares rise in buildup to mystery event, earnings

",NA,"CVS stops putting Tylenol in some stores to end supply holes

",NA,"JPMorgan ordered to improve controls after ""Whale"" loss

",NA,NA,NA,"Bank of America names rates and currencies head

","Wells Fargo loses $1.4 million raiding case against Stifel Nicolaus

",NA,NA,"Pfizer considers purchase of India's Agila Specialties-report

",NA,"Citigroup emerging market chief Biglari to leave: memo

",NA,NA,NA,NA,NA,"MetLife, GE close long-delayed bank deposit deal

","Coca-Cola to air U.S. commercials addressing obesity

","REFILE-DEALTALK-Cisco eager to regain ground as network security leader

",NA,NA,NA,NA,NA,NA,NA,"U.S. investigators studying battery from Boeing 787 fire

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PROFILE-When Goldman's new CFO talks, insiders say they listen

",NA,NA,NA,NA,"Netflix to carry more Time Warner shows

",NA,"TEXT - S&P; says UPS ratings unaffected by canceled TNT acquisition

",NA,NA,NA,NA,NA,NA,"Netflix to carry more Time Warner shows

","CVS stops putting Tylenol in some stores to end supply holes

",NA,"UPDATE 1-ON THE MOVE: Morgan Stanley advisers move to UBS, Merrill

",NA,NA,"McIlroy says Nike deal will improve his game

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duke Energy completes Los Vientos wind farms in Texas

",NA,"Cadillac may introduce ATS, ELR in China by mid-2014 -GM exec

",NA,"General Dynamics tells 139 workers of pending layoffs

",NA,"TEXT - S&P; rates American International Reinsurance

",NA,"MetLife, GE close long-delayed bank deposit deal

",NA,NA,"UPDATE 6-TNT slumps as UPS pulls bid on EU veto

",NA,NA,NA,NA

1152013,"ADR REPORT-Foreign shares edge lower, weighed by Apple suppliers

",NA,"Facebook rolls out friends-based search product

","Amazon fights $234 million tax liability in Tax Court

",NA,NA,"JPMorgan directors to release report on Whale loss: NY Times

",NA,NA,NA,"Bank of America capital markets co-head to lead commercial banking

","Wells Fargo hires HSBC veteran in European push

","Chevron seeks Lithuania shale gas, oil exploration permit

",NA,NA,NA,"Citi names investment banking boss for CEMEA region

",NA,NA,NA,NA,NA,"UK starts approval process for Hitachi-GE reactor design

",NA,NA,NA,NA,NA,NA,NA,"Disney drops ""Little Mermaid"" re-release as 3D sales disappoint

",NA,"UPDATE 3-China's BOC Aviation joins late Airbus order scramble

",NA,NA,NA,"In-store shoppers likely to head online next time they buy: IBM

",NA,NA,"Wal-Mart plans $50 billion ""buy American"" push

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Tech's Pratt arm laying off 350 staffers

","Jury deliberations on Goldman-Dragon case could begin this week

",NA,NA,NA,NA,NA,"Lilly brain-plaque diagnostic approved in Europe

","Hedge funds nurse heavy losses after UPS-TNT deal collapses

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exclusive: Morgan Stanley to defer high-earners' bonuses - sources

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ConocoPhillips to sell Rocky Mountain properties for $1.05 bln

",NA,NA,NA,NA,"GM defends Opel plan based on new models, steady cuts

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

1162013,"US STOCKS-S&P; 500 ends flat as bank profits temper growth concerns

",NA,"Twitter to open office in social network-crazed Brazil

",NA,NA,NA,"JPMorgan slashes CEO Dimon's pay on ""Whale"" trade

",NA,NA,NA,"Forward Calendar - U.S. corporate bond new issues

",NA,"UPDATE 2-Chevron expands in South China Sea despite dry holes

","IOC eyes new sponsor after London success

","Pfizer's Zoetis wins strong response for $3.65bn debut bond sale

",NA,"Citi, JP Morgan named managers for GM stock sale

",NA,NA,NA,NA,"PC titans take notes from tablets to regain customers

",NA,NA,NA,NA,NA,NA,NA,NA,"CORRECTED-Toys and video games hook up on new Disney game platform

",NA,"FAA grounds Boeing 787 over battery concerns

",NA,NA,"UPDATE 1-Canada's Dec retail sales growth lagged U.S.-Mastercard

",NA,NA,"BRIEF-Amgen down in extended trading after comments

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldman, JPMorgan fourth quarter commods risk dives versus 2011

",NA,"TEXT - Fitch says strong mtg banking drives U.S. Bancorp's results

",NA,NA,NA,NA,"TEXT-S&P; removes TNT Express from watch pos, affrms rtgs;otlk stbl

",NA,NA,NA,NA,"Lockheed sees good export prospects for ships, helicopters

",NA,NA,NA,NA,"Goldman, Morgan Stanley cut $557 million foreclosure deal

",NA,NA,NA,NA,NA,NA,NA,"Biogen, Elan seek okay for first-line Tysabri use in MS

",NA,NA,NA,NA,"Kraft makes a federal case over cookie packaging

",NA,NA,"GM shares tumble after margin outlook disappoints

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEXT - S&P; says Bank of New York Mellon rtgs unaffected by Q4 earning

","Schwab fourth-quarter profit jumps from year ago, off from third-quarter

",NA

1172013,NA,NA,"Candy Crush Saga leads European charge on Facebook

","Amazon holiday results to show sales tax impact

",NA,"TEXT - Fitch rates Berkshire Hathaway Finance Corp snr debt

","New Issue-EIB prices 5.0 bln euro 2018 bond

",NA,NA,NA,"TEXT - S&P; says Bank of America ratings unaffected by Q4 results

","Wells Fargo forms aircraft leasing venture

",NA,"Procter & Gamble to lay off 150 in Spain and Portugal

","IPO could value Pfizer's Zoetis at up to $12.5 billion

","UPDATE 1-AT&T; warns of $10 bln Q4 pension charge

","UPDATE 6-Citi's Corbat tempers investor expectations in debut

","UnitedHealth fourth-quarter profit slips, but revenue rises

",NA,"U.S. regional banks see loan growth in 2013

",NA,"Intel's weak outlook, spending hikes unnerve Wall Street

",NA,"Coca-Cola kickstarts Arctic campaign with WWF donation

","Cisco acquires minority stake in Russia's Parallels

",NA,NA,NA,NA,NA,NA,NA,"Australia's Qantas says cancels one Boeing Dreamliner order

",NA,NA,NA,NA,"China media train fire on U.S. food giants over chicken scare

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goldman's smart move on pay

",NA,"TEXT-S&P; rtgs on U.S. Bancorp unaffected by strong Q4 earnings

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEXT - Fitch rates NextEra Energy Capital Holdings hybrids

",NA,NA,NA,NA,NA,NA,"Social media dispute resolution stumps some companies

",NA,NA,"TEXT - Fitch comments on PNC Financial Services

",NA,NA,NA,"REFILE-Kraft makes a federal case over cookie packaging

","Barclays boss tells staff: adopt new values or leave

",NA,"GM to invest $1.5 billion in North American plants this year

",NA,NA,NA,NA,"UPDATE 5-BlackRock profit rises 24 percent on equities demand

",NA,NA,NA,NA,NA,NA,"Schwab's ""modified floating NAV"" marks latest tiptoe toward SEC

",NA

1182013,"Exclusive: Japan's Sharp cuts iPad screen output

",NA,NA,"Wall Street keeps an eye on Amazon's sales tax hit

","J&J; negotiating possible $2 billion implant settlement: Bloomberg

",NA,"Forward Calendar - U.S. corporate bond new issues

",NA,NA,NA,"Bank of America's Moynihan, known for fixing and cutting, must now build

",NA,"CORRECTED(OFFICIAL)-UPDATE 1-UK Britannia gas field shut down

",NA,"Zoetis, Goldman Sachs prolong high-grade party

","AT&T; faces $10 billion pension charge, other costs

","New Issue- Ferrovial prices 500 mln euro 2018 bond

","State regulators end UnitedHealthcare claims monitoring

",NA,NA,NA,"Intel may have little choice in big manufacturing bet

","GE CFO sees no 'material impact' to results from Dreamliner woes

","Coca-Cola FEMSA in $700 mln deal to buy Mexican bottler

",NA,"EU agency confirms suspension of Merck cholesterol drug

",NA,"RLPC-Philip Morris seeks $2 bln loan

",NA,NA,NA,NA,"Boeing halts deliveries of 787 Dreamliners; production continues

",NA,NA,NA,NA,NA,NA,"Consumer sentiment at year low; fiscal debate weighs

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPDATE 2-Morgan Stanley commodity results worst since 1995

","Schlumberger fourth-quarter lifted by international, deepwater growth

",NA,NA,NA,NA,NA,NA,"Caterpillar writes off most of China deal after fraud

",NA,NA,NA,"Pentagon grounds Marine Corps model of F-35 fighter jet

",NA,NA,NA,NA,"Dow, S&P; 500 end at five-year highs on early earnings beats

",NA,NA,NA,"TEXT-S&P;: American Express ratings unaffected by results

",NA,"Social media dispute resolution stumps some companies

",NA,NA,NA,NA,"Unplanned outage at UK Britannia gas field ongoing

",NA,NA,NA,"UPDATE 1-Botox OK'd by U.S. FDA to treat overactive bladder

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

1222013,"Analysis: Apple earnings need to overcome technical malaise

","Microsoft in talks to invest up to $3 billion in Dell: CNBC

","Is Facebook envy making you miserable?

",NA,"J&J; mulls sale of diagnostics unit

","Berkshire Hathaway adds 5k race to sugar-filled weekend

","Bridgepoint to hire JPMorgan to review Diaverum options

",NA,NA,NA,NA,"Wells Fargo increases quarterly dividend by 14 percent

",NA,NA,NA,"AT&T; to pay $780 million for rural wireless assets

","Citi's Robert-Tissot to take top UK Takeover Panel role

",NA,"Verizon posts weak fourth-quarter, promises a better 2013

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERVIEW-UPDATE 1-Ryanair sees passenger growth slowing in 2013

",NA,NA,NA,"UPDATE 2-IBM's 2013 outlook raises hopes for more tech spending

","CORRECTED-McDonald's running low on quick fixes for U.S. sales

",NA,"UPDATE 2-Wal-Mart plans $450 million expansion in Canada

",NA,NA,NA,NA,NA,NA,NA,NA,"Texas Instruments warns of weak demand

",NA,NA,NA,"Pentagon, industry seek answers on issue that grounded F-35B

","Forward Calendar - U.S. corporate bond new issues

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEXT - Fitch affirms The Chubb Corp ratings

",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK Britannia gas field to resume full output Friday

",NA,NA,NA,NA,"GM ups the ante in talks over Opel factory closure

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

1232013,"Apple revenue, iPhone sales disappoint; shares dive

",NA,"FTC study taking aim at online marketing of booze

",NA,NA,NA,"BRIEF-JPMorgan CEO Dimon: whale loss 'was a gap in our fortress wall'-CNBC

","UPDATE 1-Baghdad sees Exxon shift in Kurdistan oil feud

",NA,NA,"UBS Wealth lands veteran adviser from Merrill Lynch

",NA,NA,NA,"UK's NICE backs wider use of BMS, Pfizer anti-clot drug

",NA,NA,NA,NA,NA,NA,NA,"FHFA says settlement reached with GE in mortgage case

",NA,"Cisco to buy Israel-based software maker for $475 million

",NA,NA,NA,NA,"UPDATE 1-Britvic to step-up Fruit Shoot roll-out as sales rise

",NA,NA,"Q&A;: FAA approval may need rethink, House aviation leader says

","Abbott results bode well for spun-off AbbVie

",NA,NA,"US STOCKS-S&P; up for sixth day, Apple slip could halt rally

","McDonald's says January restaurant sales will fall

","Amgen 2013 revenue forecast tops Street estimates

",NA,NA,NA,NA,NA,NA,"UK's NICE backs wider use of BMS, Pfizer anti-clot drug

",NA,"BRIEF-Abbott Labs up in premarket after Q4 results, outlook

","Texas Instruments warns of weak demand

",NA,NA,NA,"Manufacturers say demand up after fiscal cliff fight

","Goldman seeks to block vote on independent chairman

",NA,NA,NA,NA,"Netflix shares soar after surprise profit

",NA,NA,"HK government under fire for plan to protect corporate data

",NA,NA,NA,NA,NA,NA,NA,NA,"BRIEF-Morgan Stanley CEO James Gorman Says in CNBC interview that firm is ""confident in direction we are now headed""

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allergan aims to widen migraine treatment with MAP Pharma buy

","GM's North American chief considered for CEO job in 2010: book

",NA,"Charge, government spending cuts hammer General Dynamics results

",NA,NA,NA,NA,NA,NA,NA,NA,"TEXT - Fitch comments on Bank of Mellon New York Q4 results

",NA,"UPDATE 2-Monsanto touts Brazil royalty deal, some farmers resist

"

1242013,"Samsung posts record profit; keeps 2013 capex at 2012 level

","UPDATE 2-Microsoft profit dips ahead of Office revamp

","Facebook founder to host fundraiser for New Jersey Governor Christie

","Amazon buys text-to-speech software company Ivona

",NA,NA,"JPMorgan looks to block shareholder proposal on bank break-up

",NA,NA,NA,"UPDATE 1-JPMorgan looks to block shareholder proposal on bank break-up

",NA,NA,NA,NA,"AT&T; revenue, subscriber growth beats estimates

","UPDATE 1-JPMorgan looks to block shareholder proposal on bank break-up

",NA,NA,NA,NA,NA,"Toshiba, GE say eyeing fossil-fuel power JV

",NA,"Cisco sells home networking business to Belkin

","Merck CEO says jury out on raising good cholesterol

",NA,NA,NA,NA,NA,NA,"U.S. regulators: Boeing 787 probe far from complete

",NA,"3M CEO starts to lay out plans to boost performance

","UPDATE 1-US gasoline demand up last week as prices fall -MasterCard

",NA,NA,NA,"Wal-Mart studying India's investment conditions: government statement

",NA,NA,NA,NA,NA,"UPDATE 4-Bristol profit tops forecast; outlook is scaled back

",NA,NA,NA,NA,"Celgene fourth-quarter profit hit by charges, revenue rises

","Union Pacific's profit beats estimates; warns on 2013

",NA,"TEXT - Fitch rates Goldman Sachs International

",NA,NA,NA,NA,"Netflix wins back Wall Street, shares jump 42 percent

",NA,NA,"Red flags revealed in filings of firm linked to Caterpillar fraud

","Microsoft profit dips ahead of Office revamp

",NA,"BRIEF-Starbucks sold more than 150,000 Verismo brewers last quarter

","Defense cutbacks crimp Lockheed, Raytheon results

",NA,NA,NA,"Iowa regulator favors Alliant/Duane Arnold power purchase pact

","Morgan Stanley CEO Gorman made $6 million for 2012: source

",NA,NA,NA,NA,NA,NA,NA,"Biogen's injectable MS drug effective in trial

",NA,NA,NA,NA,NA,NA,NA,"Opel plans Peugeot-based cars, plant decisions loom

",NA,NA,NA,"AIG counsel told board Greenberg lawsuit has low chance of success

",NA,NA,NA,NA,NA,"Defense cutbacks crimp Lockheed, Raytheon results

",NA,NA,NA

1252013,"US STOCKS-S&P; 500 vaults 1,500 as Wall St extends rally

","Microsoft profit dips ahead of Office revamp

","Yandex says new mobile app is blocked by Facebook

","Poland - Factors to Watch on Jan 25

","J&J; shops feminine products business: WSJ

",NA,"India's HDIL debt metrics ""look reasonable"": JP Morgan

","Exxon Mobil regains market-value crown from slumping Apple

",NA,NA,"BofA aims to build client relationships with international panel

",NA,NA,"P&G; posts solid quarter, gives CEO more breathing room

","Pfizer Prevnar vaccine wins approval for ages 6-17

","AT&T; to pay $1.9 billion for Verizon spectrum

","Citi merges U.S. leveraged finance with syndication

",NA,NA,NA,NA,NA,NA,"Mexico's Coca-Cola FEMSA closes on Philippines deal

",NA,"FDA OKs Merck OTC version of overactive bladder drug

",NA,NA,NA,"PepsiCo replacing Gatorade ingredient after online petition

",NA,NA,"UPDATE 1-Canada talking to 5 manufacturers about new fighter jets

",NA,NA,NA,NA,"P&G; posts solid quarter, gives CEO more breathing room

",NA,NA,"TEXT-Fitch affirms Altria's debt ratings at 'BBB+/F2'

",NA,"Honeywell profit tops Wall Street view on margin boost

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exclusive: Goldman finds a way past Volcker with new credit fund

",NA,NA,NA,NA,"Netflix wins back Wall Street, shares jump 42 percent

",NA,NA,"BRIEF-Caterpillar down in premarket after retail stats

","Microsoft profit dips ahead of Office revamp

",NA,"Starbucks stays hot in U.S., Asia; shares rise

","UPDATE 1-Canada talking to 5 manufacturers about new fighter jets

",NA,NA,NA,NA,"ON THE MOVE-Raymond James lands Morgan Stanley broker team

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM's Opel sales chief goes after seven months

",NA,NA,NA,NA,"BlackRock to buy $80 million Twitter stake: source

",NA,NA,NA,NA,NA,NA,NA,NA

1282013,"S&P; 500 eases, ends longest winning run in eight years

",NA,NA,NA,NA,"Warren Buffett made late-2012 bid for NYSE Euronext - sources

","New Issue- JPMorgan Chase Bank prices 1.0 bln euro 2023 bond

","UPDATE 1-Indonesia calls for Exxon to replace local chief

",NA,NA,"RPT-Market Chatter-Corporate finance press digest

",NA,"Former Ecuador judge on Chevron case says plaintiffs bribed court

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPDATE 2-RIM names multiple BlackBerry 10 music, video partners

